Timestamp, Temperature (C), Humidity (%), Ozone (ppb), PM2.5 (ug/m3), PM10 (ug/m3), VOC (ug/m3)
253302, 21.00, 38.50, 231.55, 8.10, 12.70, 43
253312, 21.00, 38.70, 231.55, 8.20, 13.60, 43
253323, 20.90, 38.90, 231.55, 8.20, 13.90, 43
253333, 20.90, 39.00, 231.55, 8.50, 13.50, 43
253343, 20.90, 38.70, 231.55, 8.20, 13.00, 43
253353, 20.80, 38.70, 231.55, 8.60, 15.80, 43
253363, 20.70, 38.90, 231.55, 8.60, 15.90, 43
253373, 20.70, 39.10, 231.55, 8.60, 15.10, 43
253383, 20.70, 39.10, 231.55, 8.40, 12.10, 43
253393, 20.70, 39.10, 231.55, 8.40, 12.90, 42
253403, 20.70, 38.60, 231.55, 8.30, 13.60, 42
253413, 20.70, 38.90, 231.55, 8.20, 12.80, 42
253423, 20.80, 39.10, 231.55, 8.50, 11.80, 43
253433, 20.90, 38.70, 231.55, 8.50, 10.60, 43
253443, 20.90, 38.60, 207.23, 8.80, 11.50, 43
253454, 21.00, 38.60, 231.55, 8.40, 12.00, 44
253464, 21.10, 38.80, 231.55, 8.30, 12.60, 44
253474, 21.20, 38.80, 231.55, 8.00, 12.20, 44
253484, 21.30, 38.70, 231.55, 8.20, 11.80, 44
253494, 21.30, 38.60, 231.55, 8.30, 12.20, 44
253504, 21.40, 38.30, 231.55, 8.40, 12.90, 44
253514, 21.50, 38.30, 231.55, 8.30, 13.50, 44
253524, 21.60, 38.40, 231.55, 8.30, 13.40, 44
253534, 21.70, 38.20, 231.55, 8.10, 12.80, 44
253544, 21.70, 37.90, 231.55, 8.10, 12.80, 44
253554, 21.80, 37.80, 231.55, 8.20, 12.50, 44
253564, 21.80, 37.60, 231.55, 8.30, 12.30, 44
253574, 21.90, 37.60, 231.55, 8.00, 11.80, 43
253585, 21.90, 37.50, 231.55, 8.00, 11.40, 43
253595, 22.00, 37.50, 231.55, 7.90, 11.20, 43
253605, 22.00, 37.50, 231.55, 7.90, 11.90, 43
253615, 22.10, 37.50, 231.55, 7.90, 13.10, 44
253625, 22.20, 37.40, 231.55, 7.90, 14.10, 44
253635, 22.20, 37.40, 231.55, 8.00, 13.40, 44
253645, 22.20, 37.30, 231.55, 7.70, 12.40, 44
253655, 22.30, 37.20, 231.55, 7.80, 11.50, 44
253665, 22.40, 36.80, 231.55, 7.80, 11.60, 44
253675, 22.40, 36.60, 231.55, 8.00, 11.70, 44
253685, 22.50, 36.20, 231.55, 7.90, 11.30, 44
253695, 22.50, 36.20, 231.55, 7.90, 11.20, 43
253706, 22.50, 36.10, 231.55, 7.80, 10.60, 43
253716, 22.50, 36.20, 231.55, 8.10, 12.30, 44
253726, 22.50, 36.20, 231.55, 8.40, 13.20, 43
253736, 22.50, 36.20, 231.55, 8.30, 13.10, 43
253746, 22.50, 36.20, 231.55, 8.10, 11.50, 44
253756, 22.50, 36.00, 231.55, 7.80, 11.00, 44
253766, 22.50, 35.90, 231.55, 7.90, 12.10, 43
253776, 22.50, 36.00, 231.55, 8.10, 12.50, 43
253786, 22.60, 36.20, 231.55, 8.00, 11.90, 44
253796, 22.60, 36.10, 231.55, 8.10, 11.50, 44
253806, 22.70, 36.10, 231.55, 7.90, 11.90, 44
253816, 22.70, 36.10, 231.55, 8.10, 13.50, 44
253826, 22.80, 35.70, 231.55, 8.20, 14.30, 44
253837, 22.90, 35.60, 231.55, 8.10, 14.40, 44
253847, 22.90, 35.70, 231.55, 8.20, 13.10, 44
253857, 23.00, 35.80, 231.55, 8.00, 12.10, 44
253867, 23.00, 35.80, 231.55, 8.20, 12.20, 44
253877, 23.10, 35.70, 231.55, 8.00, 12.20, 44
253887, 23.10, 35.70, 231.55, 8.00, 12.70, 44
253897, 23.20, 35.80, 231.55, 7.60, 11.60, 44
253907, 23.20, 35.70, 231.55, 7.90, 12.30, 43
253917, 23.30, 35.70, 231.55, 7.70, 11.80, 44
253927, 23.30, 35.70, 231.55, 7.90, 11.90, 43
253937, 23.40, 35.60, 231.55, 7.50, 11.10, 43
253947, 23.40, 35.30, 231.55, 7.60, 12.00, 43
253957, 23.50, 35.30, 231.55, 7.50, 12.00, 43
253968, 23.50, 35.00, 231.55, 7.90, 11.90, 43
253978, 23.50, 34.90, 231.55, 8.00, 12.30, 44
253988, 23.60, 34.90, 231.55, 8.30, 14.80, 44
253998, 23.60, 34.90, 231.55, 8.00, 15.00, 43
254008, 23.60, 34.80, 231.55, 8.00, 13.60, 43
254018, 23.70, 35.00, 231.55, 8.10, 11.90, 43
254028, 23.70, 34.90, 231.55, 8.30, 12.50, 43
254038, 23.80, 34.90, 231.55, 8.80, 13.00, 43
254048, 23.80, 34.90, 231.55, 8.70, 13.00, 43
254058, 23.80, 35.00, 231.55, 8.30, 13.70, 43
254068, 23.90, 34.90, 231.55, 8.30, 14.20, 43
254078, 24.00, 34.80, 231.55, 8.40, 15.70, 43
254088, 24.00, 34.70, 231.55, 8.50, 13.60, 43
254099, 24.00, 34.50, 231.55, 8.00, 12.50, 43
254109, 24.10, 34.50, 231.55, 7.70, 10.30, 43
254119, 24.10, 34.60, 231.55, 7.80, 11.00, 43
254129, 24.10, 34.70, 231.55, 7.80, 11.80, 43
254139, 24.10, 34.80, 231.55, 7.80, 12.40, 43
254149, 24.10, 34.50, 231.55, 7.90, 11.60, 43
254159, 24.10, 34.50, 231.55, 8.30, 12.20, 43
254169, 24.10, 34.50, 231.55, 8.40, 11.70, 43
254179, 24.20, 34.30, 231.55, 8.50, 12.60, 43
254189, 24.20, 34.40, 231.55, 7.80, 11.40, 43
254199, 24.20, 34.60, 231.55, 7.90, 11.30, 43
254209, 24.20, 34.60, 231.55, 7.50, 12.00, 43
254219, 24.30, 34.70, 231.55, 7.90, 12.60, 43
254230, 24.40, 34.60, 231.55, 8.30, 14.90, 43
254240, 24.40, 34.20, 231.55, 8.50, 14.50, 43
254250, 24.40, 34.00, 231.55, 8.70, 15.30, 43
254260, 24.40, 34.00, 231.55, 8.40, 14.80, 43
254270, 24.40, 34.40, 231.55, 8.30, 15.00, 43
254280, 24.40, 34.50, 231.55, 7.50, 12.90, 43
254290, 24.40, 34.70, 231.55, 7.30, 11.50, 43
254300, 24.40, 34.60, 231.55, 7.60, 11.20, 43
254310, 24.50, 34.50, 231.55, 8.30, 12.60, 43
254320, 24.50, 34.50, 231.55, 8.60, 12.60, 43
254330, 24.60, 34.30, 231.55, 8.50, 11.80, 43
254340, 24.60, 34.20, 231.55, 8.20, 10.90, 43
254350, 24.70, 34.30, 231.55, 7.50, 10.10, 43
254361, 24.70, 34.20, 231.55, 7.50, 12.00, 43
254371, 24.80, 34.10, 231.55, 7.20, 11.50, 44
254381, 24.90, 34.00, 231.55, 7.50, 12.90, 43
254391, 25.00, 34.00, 231.55, 7.50, 11.80, 44
254401, 24.90, 34.00, 231.55, 7.70, 12.20, 43
254411, 24.90, 33.50, 231.55, 7.60, 12.30, 44
254421, 24.80, 33.60, 231.55, 7.60, 11.70, 44
254431, 24.80, 33.90, 231.55, 7.60, 12.50, 44
254441, 24.90, 34.00, 231.55, 7.50, 12.70, 44
254451, 24.90, 33.90, 231.55, 7.90, 13.40, 44
254461, 24.90, 33.80, 231.55, 8.10, 14.60, 45
254471, 25.00, 33.90, 231.55, 8.20, 13.70, 44
254481, 25.00, 34.00, 231.55, 8.00, 14.40, 44
254492, 25.10, 33.80, 231.55, 8.00, 12.60, 44
254502, 25.10, 33.80, 231.55, 7.90, 12.10, 44
254512, 25.10, 33.50, 207.23, 7.90, 11.10, 44
254522, 25.20, 33.50, 231.55, 7.50, 10.90, 44
254532, 25.20, 33.60, 231.55, 7.70, 11.90, 44
254542, 25.30, 33.40, 231.55, 7.70, 12.30, 44
254552, 25.30, 33.30, 231.55, 8.00, 12.70, 44
254562, 25.30, 33.50, 231.55, 7.70, 11.60, 44
254572, 25.40, 33.50, 231.55, 7.50, 10.90, 44
254582, 25.40, 33.30, 231.55, 7.20, 11.10, 44
254592, 25.50, 33.10, 231.55, 7.40, 11.80, 44
254602, 25.50, 33.10, 231.55, 7.60, 10.80, 44
254612, 25.60, 33.10, 231.55, 7.40, 11.00, 45
254623, 25.70, 33.00, 231.55, 7.30, 10.90, 44
254633, 25.80, 33.00, 231.55, 7.20, 11.50, 44
254643, 25.80, 32.90, 231.55, 7.90, 11.80, 44
254653, 25.90, 32.40, 231.55, 7.90, 10.90, 44
254663, 25.90, 32.30, 231.55, 8.10, 12.20, 44
254673, 26.00, 32.10, 231.55, 7.60, 14.20, 44
254683, 26.10, 32.10, 231.55, 7.50, 14.90, 44
254693, 26.10, 32.00, 231.55, 7.10, 14.90, 44
254703, 26.20, 32.00, 231.55, 7.40, 13.30, 44
254713, 26.20, 31.90, 231.55, 7.60, 13.60, 43
254723, 26.30, 32.20, 231.55, 7.50, 12.40, 44
254733, 26.30, 32.00, 231.55, 7.60, 15.00, 44
254743, 26.30, 31.90, 231.55, 7.60, 14.50, 44
254754, 26.30, 31.60, 231.55, 8.30, 15.40, 44
254764, 26.30, 31.70, 231.55, 8.30, 12.60, 44
254774, 26.20, 32.10, 231.55, 8.40, 13.20, 44
254784, 26.20, 32.20, 231.55, 7.80, 12.80, 44
254794, 26.10, 31.90, 231.55, 7.70, 12.30, 44
254804, 26.00, 32.20, 231.55, 7.30, 12.50, 44
254814, 26.00, 32.50, 231.55, 7.20, 11.70, 44
254824, 26.00, 32.30, 231.55, 6.90, 11.00, 43
254834, 25.80, 32.00, 231.55, 7.20, 11.10, 44
254844, 25.70, 31.90, 231.55, 7.60, 11.90, 43
254854, 25.60, 32.10, 231.55, 8.00, 13.50, 43
254864, 25.60, 32.20, 231.55, 7.70, 12.20, 43
254874, 25.60, 31.90, 231.55, 7.50, 12.60, 43
254885, 25.60, 31.90, 231.55, 7.20, 11.20, 43
254895, 25.60, 32.00, 231.55, 7.50, 12.90, 43
254905, 25.60, 32.00, 231.55, 7.80, 13.30, 43
254915, 25.70, 31.90, 231.55, 8.10, 14.00, 44
254925, 25.70, 32.00, 231.55, 8.40, 14.10, 44
254935, 25.70, 32.10, 231.55, 8.40, 13.80, 43
254945, 25.80, 32.10, 231.55, 8.20, 13.70, 44
254955, 25.90, 32.30, 231.55, 8.00, 12.80, 44
254965, 25.90, 32.50, 231.55, 7.50, 12.40, 44
254975, 26.00, 32.20, 231.55, 7.60, 12.20, 44
254985, 26.00, 32.40, 231.55, 7.60, 13.20, 44
254995, 26.10, 32.50, 231.55, 7.60, 14.20, 44
255006, 26.20, 32.30, 231.55, 7.70, 13.90, 44
255016, 26.20, 32.40, 231.55, 7.60, 13.80, 44
255026, 26.30, 32.40, 231.55, 7.60, 12.40, 44
255036, 26.30, 32.10, 231.55, 7.40, 14.40, 44
255046, 26.40, 31.80, 231.55, 7.50, 13.80, 44
255056, 26.40, 31.50, 231.55, 7.90, 14.40, 44
255066, 26.30, 31.60, 231.55, 8.10, 13.60, 44
255076, 26.10, 31.60, 231.55, 7.80, 14.00, 43
255086, 26.00, 31.60, 231.55, 7.50, 13.40, 44
255096, 26.00, 31.70, 231.55, 7.70, 12.40, 45
255106, 26.00, 31.80, 231.55, 7.60, 10.80, 45
255116, 26.00, 31.90, 231.55, 7.50, 10.80, 44
255126, 26.00, 31.80, 231.55, 7.50, 10.40, 44
255137, 26.00, 31.60, 231.55, 7.90, 12.20, 44
255147, 26.00, 31.40, 231.55, 8.00, 12.70, 43
255157, 25.90, 31.30, 231.55, 8.00, 14.20, 43
255167, 25.80, 31.30, 231.55, 7.70, 14.40, 43
255177, 25.60, 31.30, 231.55, 7.30, 14.70, 42
255187, 25.40, 31.40, 231.55, 6.80, 13.00, 42
255197, 25.10, 31.60, 231.55, 7.00, 12.40, 43
255207, 25.00, 32.00, 231.55, 7.30, 11.70, 42
255217, 24.90, 32.20, 231.55, 7.70, 13.00, 42
255227, 24.90, 32.40, 231.55, 7.50, 12.30, 42
255237, 24.90, 32.50, 231.55, 7.30, 11.70, 43
255247, 25.00, 32.50, 231.55, 6.80, 10.90, 43
255257, 25.00, 32.40, 231.55, 6.80, 10.60, 42
255268, 25.10, 32.10, 231.55, 6.90, 11.20, 43
255278, 25.10, 32.10, 231.55, 7.30, 11.20, 43
255288, 25.20, 32.00, 231.55, 7.20, 11.60, 43
255298, 25.30, 31.90, 231.55, 7.30, 11.70, 43
255308, 25.30, 31.70, 231.55, 7.40, 11.80, 43
255318, 25.40, 31.70, 231.55, 7.40, 12.20, 43
255328, 25.50, 31.70, 231.55, 7.30, 12.50, 43
255338, 25.50, 31.70, 231.55, 7.20, 12.10, 43
255348, 25.60, 31.70, 231.55, 7.20, 12.10, 43
255358, 25.60, 31.80, 231.55, 7.10, 11.20, 44
255368, 25.70, 31.70, 231.55, 7.20, 11.30, 44
255378, 25.80, 31.70, 231.55, 7.10, 10.30, 43
255388, 25.90, 31.50, 231.55, 7.30, 11.40, 43
255399, 25.90, 31.30, 231.55, 7.60, 12.60, 43
255409, 25.90, 31.40, 231.55, 7.80, 13.50, 43
255419, 26.00, 31.60, 231.55, 7.70, 14.30, 44
255429, 26.10, 32.00, 231.55, 7.20, 12.40, 44
255439, 26.20, 32.00, 231.55, 7.20, 11.80, 44
255449, 26.30, 31.70, 231.55, 7.10, 10.60, 44
255459, 26.40, 31.50, 231.55, 7.20, 11.60, 44
255469, 26.50, 31.30, 231.55, 7.00, 12.00, 44
255479, 26.60, 31.20, 231.55, 7.10, 12.00, 44
255489, 26.70, 31.20, 207.23, 7.20, 11.40, 45
255499, 26.80, 31.00, 231.55, 7.30, 11.30, 44
255509, 26.90, 31.10, 207.23, 7.40, 10.50, 45
255519, 27.00, 31.00, 231.55, 7.60, 10.50, 45
255530, 27.20, 30.90, 231.55, 7.60, 9.80, 46
255540, 27.30, 30.40, 231.55, 7.30, 9.80, 46
255550, 27.40, 30.10, 207.23, 7.00, 10.60, 46
255560, 27.50, 30.30, 231.55, 6.90, 11.50, 46
255570, 27.50, 30.10, 207.23, 7.30, 12.90, 46
255580, 27.60, 30.00, 231.55, 7.40, 12.60, 46
255590, 27.70, 29.80, 207.23, 7.60, 13.60, 45
255600, 27.70, 29.40, 231.55, 7.90, 14.90, 46
255610, 27.70, 29.50, 231.55, 7.50, 13.70, 46
255620, 27.70, 29.30, 207.23, 7.80, 13.30, 46
255630, 27.70, 29.00, 207.23, 7.60, 11.10, 46
255640, 27.70, 28.80, 231.55, 8.20, 13.00, 46
255650, 27.70, 28.80, 231.55, 8.10, 12.40, 46
255661, 27.70, 28.70, 207.23, 7.70, 11.60, 46
255671, 27.80, 28.70, 207.23, 7.30, 10.80, 46
255681, 27.80, 28.40, 231.55, 7.20, 9.90, 46
255691, 27.80, 28.40, 231.55, 7.30, 10.70, 47
255701, 27.80, 28.40, 231.55, 7.40, 11.70, 47
255711, 27.80, 28.40, 231.55, 7.30, 12.20, 46
255721, 27.80, 28.30, 207.23, 7.50, 13.50, 46
255731, 27.90, 28.40, 231.55, 7.50, 12.20, 45
255741, 27.90, 28.40, 207.23, 7.40, 12.40, 46
255751, 27.90, 28.60, 231.55, 7.30, 12.20, 46
255761, 27.90, 28.50, 231.55, 7.50, 12.70, 46
255771, 27.90, 28.70, 231.55, 7.60, 12.90, 46
255781, 27.90, 28.40, 231.55, 7.70, 13.20, 46
255792, 27.90, 27.50, 231.55, 7.50, 12.80, 45
255802, 27.90, 27.20, 207.23, 7.40, 13.10, 45
255812, 27.90, 27.40, 231.55, 7.00, 12.30, 45
255822, 27.90, 27.60, 231.55, 6.90, 11.10, 44
255832, 27.90, 27.70, 231.55, 6.70, 10.60, 46
255842, 27.90, 27.90, 231.55, 6.70, 9.30, 46
255852, 27.90, 28.00, 231.55, 6.30, 9.40, 45
255862, 28.00, 28.10, 231.55, 6.30, 10.20, 46
255872, 28.00, 28.20, 231.55, 6.60, 11.40, 46
255882, 28.10, 28.50, 231.55, 6.80, 10.80, 46
255892, 28.10, 28.80, 207.23, 6.90, 10.70, 47
255902, 28.20, 29.20, 207.23, 6.70, 10.00, 47
255912, 28.30, 29.20, 231.55, 7.20, 10.60, 45
255923, 28.30, 30.40, 207.23, 7.40, 10.50, 45
255933, 28.20, 30.20, 207.23, 7.60, 11.40, 45
255943, 28.20, 29.40, 207.23, 7.30, 13.30, 45
255953, 28.20, 29.20, 207.23, 7.00, 13.40, 45
255963, 28.20, 29.20, 207.23, 6.80, 12.00, 45
255973, 28.20, 29.40, 231.55, 6.90, 12.60, 46
255983, 28.20, 29.20, 231.55, 7.00, 11.30, 46
255993, 28.30, 29.00, 231.55, 7.00, 12.40, 46
256003, 28.30, 28.70, 207.23, 6.50, 9.20, 45
256013, 28.40, 28.60, 231.55, 6.50, 10.60, 45
256023, 28.40, 28.50, 231.55, 6.40, 9.50, 45
256033, 28.40, 28.70, 231.55, 6.50, 9.30, 45
256043, 28.40, 28.60, 231.55, 6.40, 9.00, 45
256054, 28.50, 28.60, 207.23, 6.50, 10.10, 46
256064, 28.50, 28.50, 231.55, 6.70, 10.40, 45
256074, 28.60, 28.80, 207.23, 6.70, 10.00, 45
256084, 28.60, 28.60, 207.23, 6.60, 8.80, 45
256094, 28.60, 28.20, 231.55, 6.60, 9.40, 45
256104, 28.60, 28.20, 207.23, 7.10, 9.10, 45
256114, 28.60, 28.50, 231.55, 7.50, 10.40, 46
256124, 28.70, 28.30, 231.55, 7.30, 10.30, 46
256134, 28.70, 28.30, 207.23, 6.90, 10.50, 45
256144, 28.80, 28.10, 207.23, 6.60, 12.10, 45
256154, 28.80, 28.00, 231.55, 6.70, 11.40, 46
256164, 28.90, 28.00, 207.23, 6.80, 11.00, 47
256174, 28.90, 28.10, 207.23, 6.60, 9.20, 47
256185, 29.00, 28.10, 231.55, 6.40, 10.90, 47
256195, 29.00, 27.90, 207.23, 6.20, 13.10, 47
256205, 29.10, 27.50, 231.55, 6.10, 13.30, 47
256215, 29.00, 27.30, 231.55, 6.10, 13.30, 46
256225, 29.00, 27.40, 231.55, 6.20, 11.90, 46
256235, 28.90, 27.30, 231.55, 6.60, 13.30, 46
256245, 28.90, 27.30, 231.55, 6.80, 12.50, 46
256255, 28.90, 27.40, 231.55, 6.80, 11.80, 46
256265, 29.00, 27.30, 207.23, 6.80, 10.80, 46
256275, 29.00, 27.30, 207.23, 6.80, 11.00, 47
256285, 29.10, 27.20, 207.23, 6.50, 10.80, 47
256295, 29.10, 27.30, 207.23, 6.50, 10.60, 48
256305, 29.20, 27.40, 207.23, 6.10, 10.10, 47
256316, 29.30, 27.40, 231.55, 6.30, 10.30, 50
256326, 29.30, 27.20, 231.55, 6.00, 10.90, 50
256336, 29.40, 27.10, 231.55, 6.10, 11.10, 49
256346, 29.50, 27.10, 207.23, 6.20, 11.90, 49
256356, 29.60, 27.10, 207.23, 6.60, 10.00, 48
256366, 29.70, 27.20, 207.23, 6.50, 10.50, 48
256376, 29.80, 27.20, 207.23, 6.60, 11.30, 48
256386, 29.90, 27.00, 207.23, 6.20, 11.10, 48
256396, 30.00, 26.90, 207.23, 6.10, 9.90, 49
256406, 30.10, 26.60, 207.23, 5.90, 7.70, 49
256416, 30.30, 26.60, 207.23, 6.00, 8.30, 47
256426, 30.30, 26.30, 231.55, 6.10, 10.40, 46
256436, 29.90, 25.90, 207.23, 6.20, 11.30, 46
256447, 29.60, 26.30, 207.23, 6.20, 12.40, 46
256457, 29.50, 26.50, 207.23, 6.30, 11.20, 45
256467, 29.50, 26.70, 207.23, 6.00, 10.20, 45
256477, 29.50, 27.00, 207.23, 6.30, 11.10, 45
256487, 29.40, 27.20, 207.23, 6.30, 13.10, 45
256497, 29.40, 27.40, 231.55, 6.60, 14.50, 45
256507, 29.40, 27.40, 207.23, 6.30, 13.40, 45
256517, 29.40, 27.20, 231.55, 6.30, 13.10, 45
256527, 29.40, 27.10, 207.23, 6.40, 13.80, 45
256537, 29.30, 27.20, 207.23, 6.50, 14.60, 44
256547, 29.20, 27.20, 231.55, 6.60, 11.80, 45
256557, 29.20, 27.50, 231.55, 6.50, 12.00, 45
256567, 29.20, 27.80, 207.23, 6.30, 10.20, 44
256578, 29.20, 27.60, 207.23, 6.30, 12.30, 44
256588, 29.30, 27.60, 207.23, 6.00, 11.20, 44
256598, 29.30, 27.30, 231.55, 6.20, 12.70, 44
256608, 29.20, 27.00, 207.23, 6.10, 10.80, 44
256618, 29.20, 27.00, 207.23, 6.20, 10.20, 44
256628, 29.30, 26.80, 207.23, 6.20, 8.60, 45
256638, 29.30, 26.90, 207.23, 6.30, 8.50, 46
256648, 29.40, 26.80, 231.55, 6.30, 8.40, 45
256658, 29.50, 26.90, 207.23, 6.00, 9.10, 45
256668, 29.50, 26.90, 231.55, 5.90, 10.60, 46
256678, 29.60, 26.90, 207.23, 5.90, 10.60, 46
256688, 29.60, 26.90, 207.23, 6.10, 11.00, 46
256698, 29.60, 26.80, 207.23, 6.00, 9.90, 46
256709, 29.60, 26.90, 207.23, 6.00, 9.40, 47
256719, 29.60, 27.40, 231.55, 6.00, 9.40, 47
256729, 29.70, 27.00, 207.23, 6.30, 10.70, 47
256739, 29.80, 26.70, 231.55, 6.20, 10.80, 48
256749, 29.80, 26.60, 207.23, 6.50, 10.40, 48
256759, 29.90, 26.60, 231.55, 6.70, 9.90, 49
256769, 30.00, 26.70, 207.23, 6.80, 10.60, 51
256779, 30.10, 26.50, 207.23, 6.70, 11.30, 52
256789, 30.20, 26.30, 207.23, 6.40, 11.80, 52
256799, 30.30, 26.10, 207.23, 6.70, 11.50, 52
256809, 30.40, 26.00, 207.23, 6.90, 11.80, 51
256819, 30.50, 25.90, 207.23, 6.90, 12.00, 50
256829, 30.60, 26.10, 207.23, 6.80, 13.90, 50
256840, 30.60, 26.40, 207.23, 6.30, 12.10, 51
256850, 30.60, 26.30, 207.23, 6.40, 12.90, 52
256860, 30.70, 26.00, 207.23, 6.10, 12.20, 52
256870, 30.70, 26.00, 207.23, 6.10, 11.90, 52
256880, 30.80, 25.90, 207.23, 5.90, 10.00, 51
256890, 30.90, 25.90, 207.23, 6.00, 8.50, 51
256900, 30.90, 25.90, 207.23, 6.30, 9.50, 52
256910, 30.90, 25.80, 207.23, 6.40, 9.60, 53
256920, 31.00, 25.80, 207.23, 6.50, 9.90, 53
256930, 31.10, 25.80, 207.23, 6.40, 10.60, 52
256940, 31.10, 26.10, 207.23, 6.20, 10.80, 52
256950, 31.20, 26.30, 207.23, 6.10, 11.00, 52
256960, 31.30, 26.30, 207.23, 5.90, 10.30, 51
256971, 31.40, 26.30, 207.23, 6.30, 11.10, 50
256981, 31.30, 25.80, 207.23, 6.50, 11.10, 50
256991, 31.40, 25.90, 207.23, 7.10, 13.30, 49
257001, 31.50, 25.50, 207.23, 6.90, 11.80, 49
257011, 31.40, 25.60, 207.23, 6.70, 12.20, 49
257021, 31.40, 25.50, 207.23, 6.40, 11.00, 49
257031, 31.20, 25.20, 207.23, 6.50, 13.00, 49
257041, 31.10, 25.40, 207.23, 6.20, 11.70, 50
257051, 31.10, 25.60, 207.23, 6.10, 11.50, 49
257061, 31.00, 26.10, 207.23, 6.00, 10.90, 66
257071, 31.10, 26.50, 207.23, 6.40, 12.30, 77
257081, 31.10, 26.20, 207.23, 6.70, 12.60, 198
257091, 31.10, 25.90, 207.23, 6.70, 11.00, 208
257102, 31.20, 26.00, 207.23, 6.50, 9.70, 173
257112, 31.20, 25.70, 186.37, 6.30, 8.50, 123
257122, 31.30, 25.60, 207.23, 6.10, 8.90, 87
257132, 31.30, 25.60, 207.23, 6.30, 12.10, 67
257142, 31.40, 25.40, 207.23, 6.90, 13.50, 59
257152, 31.50, 25.50, 207.23, 7.10, 14.30, 57
257162, 31.60, 25.40, 207.23, 6.80, 11.60, 55
257172, 31.60, 25.30, 207.23, 6.40, 10.90, 54
257182, 31.70, 25.30, 207.23, 6.10, 10.50, 54
257192, 31.80, 25.20, 207.23, 6.70, 10.40, 53
257202, 31.80, 25.20, 207.23, 6.60, 11.00, 52
257212, 31.70, 25.10, 207.23, 6.80, 11.70, 51
257223, 31.70, 25.30, 207.23, 6.30, 14.00, 51
257233, 31.60, 25.40, 207.23, 6.10, 14.80, 51
257243, 31.60, 25.50, 207.23, 6.20, 14.80, 51
257253, 31.70, 25.30, 207.23, 6.30, 14.30, 53
257263, 31.70, 25.20, 207.23, 6.10, 11.80, 56
257273, 31.60, 25.40, 207.23, 6.10, 12.00, 54
257283, 31.70, 25.50, 207.23, 5.90, 10.40, 54
257293, 31.70, 25.50, 207.23, 6.10, 10.90, 55
257303, 31.70, 25.50, 207.23, 6.00, 10.50, 53
257313, 31.70, 25.40, 207.23, 6.40, 11.20, 53
257323, 31.80, 25.40, 207.23, 6.30, 12.30, 52
257333, 31.80, 25.10, 207.23, 6.50, 13.00, 51
257343, 31.70, 25.00, 207.23, 6.30, 11.00, 51
257354, 31.30, 25.10, 207.23, 6.30, 10.30, 51
257364, 31.10, 25.30, 207.23, 6.60, 10.10, 50
257374, 30.90, 25.50, 207.23, 6.40, 9.80, 51
257384, 30.90, 25.80, 207.23, 6.10, 10.10, 54
257394, 30.90, 26.00, 207.23, 5.60, 9.60, 54
257404, 30.90, 26.40, 207.23, 5.50, 11.00, 54
257414, 30.90, 26.40, 207.23, 5.60, 10.50, 54
257424, 31.00, 26.50, 207.23, 5.50, 10.00, 52
257434, 31.00, 26.60, 207.23, 5.90, 10.80, 50
257444, 31.10, 26.60, 207.23, 5.90, 11.20, 50
257454, 31.20, 26.60, 207.23, 6.10, 11.10, 50
257464, 31.30, 26.40, 207.23, 6.10, 10.50, 50
257474, 31.30, 26.20, 207.23, 6.30, 10.20, 50
257485, 31.10, 26.30, 207.23, 6.10, 9.90, 49
257495, 31.10, 26.40, 207.23, 6.00, 9.90, 49
257505, 31.10, 26.30, 207.23, 5.80, 9.90, 48
257515, 31.10, 26.00, 207.23, 6.00, 10.30, 49
257525, 31.20, 26.00, 207.23, 5.90, 9.90, 50
257535, 31.30, 26.50, 207.23, 6.00, 12.70, 49
257545, 31.10, 26.30, 207.23, 6.30, 12.70, 49
257555, 31.10, 26.50, 207.23, 6.50, 12.90, 49
257565, 31.20, 26.40, 207.23, 6.40, 10.10, 50
257575, 31.30, 26.20, 207.23, 6.00, 9.70, 49
257585, 31.30, 26.30, 207.23, 5.70, 8.60, 50
257595, 31.40, 26.90, 207.23, 5.80, 8.50, 51
257605, 31.50, 26.90, 207.23, 5.60, 8.10, 50
257616, 31.60, 26.90, 207.23, 5.70, 8.20, 50
257626, 31.70, 26.70, 207.23, 5.70, 8.60, 52
257636, 31.70, 26.40, 207.23, 5.70, 9.30, 55
257646, 31.80, 26.20, 207.23, 5.60, 8.80, 55
257656, 31.90, 26.20, 186.37, 5.40, 7.70, 55
257666, 32.00, 26.00, 207.23, 5.30, 7.80, 57
257676, 32.10, 26.00, 207.23, 5.50, 9.50, 55
257686, 32.20, 26.00, 207.23, 5.50, 9.50, 53
257696, 32.30, 25.90, 207.23, 5.60, 11.00, 54
257706, 32.40, 25.90, 207.23, 5.50, 10.70, 56
257716, 32.50, 25.90, 207.23, 5.40, 11.00, 56
257726, 32.50, 25.70, 186.37, 5.40, 9.80, 54
257736, 32.60, 25.80, 207.23, 5.10, 8.40, 54
257747, 32.80, 25.30, 207.23, 5.40, 8.70, 58
257757, 32.90, 25.20, 207.23, 5.40, 8.10, 56
257767, 32.90, 25.20, 207.23, 5.60, 8.80, 55
257777, 33.00, 25.20, 186.37, 5.50, 8.30, 53
257787, 33.10, 25.10, 207.23, 5.60, 7.90, 52
257797, 33.10, 25.10, 207.23, 5.50, 8.00, 52
257807, 33.00, 25.30, 186.37, 5.80, 9.00, 52
257817, 32.90, 25.50, 186.37, 5.40, 9.50, 53
